Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
2023-05-05 12:50:40.000000,Anisabad,25.599108619690100,85.1373547012626,-84.2741131853019,1.8638900372842300,129.1229140198040,3G,0.0,0.0,0.0
2023-05-05 12:53:47.210173,Fraser Road,25.43328558638310,85.07005347984410,-97.6531209786312,5.1322963842135900,54.883605700319200,4G,-95.81079071350960,-105.45235850993300,-99.92089156956250
2023-05-05 12:56:54.420346,Boring Canal Road,25.498808887379000,85.21137139632040,-87.04613368001840,1.176985004103840,119.59828624191500,LTE,-91.59386079091300,-95.41948202620200,-87.71406994188150
2023-05-05 13:00:01.630519,Danapur,25.735138436088500,85.20839951838050,-94.14315859405020,68.59693229517500,46.59838702175120,5G,-90.64277281615220,-101.89590522335900,-96.57069789510770
2023-05-05 13:03:08.840692,Phulwari Sharif,25.538555638063600,85.15985986968120,-94.56476465880910,38.2920382968694,30.342827646588100,5G,-90.48909991954820,-103.31830351306500,-95.10246712059540
2023-05-05 13:06:16.050865,Bankipore,25.64070077605020,85.01413424146310,-91.19602940186350,1.7125956761539500,190.6828441545750,LTE,-93.47470690801710,-97.95757879915670,-94.19290713989160
2023-05-05 13:09:23.261038,Kidwaipuri,25.76633294901600,85.09619019919050,-85.6530919078429,4.036608509673800,99.88702425244710,4G,-87.98528176509010,-90.77001712867960,-86.18686982793350
2023-05-05 13:12:30.471211,Phulwari Sharif,25.64010416273240,85.03386135616130,-85.98005247718950,2.670604991178480,132.0780064971740,LTE,-89.11486737319090,-95.77617676941570,-85.43469481806000
2023-05-05 13:15:37.681384,Gardanibagh,25.585704862944000,85.30570388131870,-96.84211831410010,2.9925073995158500,196.54193512887900,LTE,-96.25918377802910,-102.42893659815300,-98.70987566405190
2023-05-05 13:18:44.891557,Boring Road,25.564499466556100,85.08860676839370,-84.64306452431200,1.5678419494749300,130.53638603443900,3G,0.0,0.0,0.0
2023-05-05 13:21:52.101730,S.K. Puri,25.593684062948700,85.2809425399907,-90.30840683765640,9.244325886239790,81.55693129986320,4G,-87.36029380223990,-97.79522137213050,-89.84698352989830
2023-05-05 13:24:59.311903,Pataliputra,25.729002214409100,85.12084335331340,-88.63539210073340,1.5888977841391700,138.50977286019300,LTE,-85.12402538556490,-97.05078207495200,-90.61843562061690
2023-05-05 13:28:06.522076,Fraser Road,25.555609359876000,85.26554176083800,-88.78220352051660,9.392683867895300,75.56711994304690,4G,-88.76704057364460,-94.7907276256827,-87.88241993585
2023-05-05 13:31:13.732249,Patliputra Colony,25.6246223024285,85.1448969715184,-88.97117003607960,5.12285860271256,76.85412135983280,4G,-90.70465761811920,-94.83182501714160,-90.34191254116110
2023-05-05 13:34:20.942422,Rajendra Nagar,25.69898133859750,85.19394132395340,-79.6561267689209,1.1163871910168900,191.52137276264800,3G,0.0,0.0,0.0
2023-05-05 13:37:28.152595,Bailey Road,25.682170007824100,85.19489755037430,-98.38707833857380,13.665592208707300,44.21842336044030,5G,-96.35049974477350,-106.01620919313700,-100.80007337466800
2023-05-05 13:40:35.362768,Gandhi Maidan,25.470778008138000,85.10644996892130,-85.60737257749470,2.1715511625469300,194.02302414249600,3G,0.0,0.0,0.0
2023-05-05 13:43:42.572941,Rajendra Nagar,25.65077154453370,85.14411688771420,-94.6955169644142,65.64284959041040,23.46216859554910,5G,-93.13829061060680,-102.76853385958600,-93.60583495057750
2023-05-05 13:46:49.783114,S.K. Puri,25.47373673841430,85.07538847695020,-103.93835805965900,79.87716646677970,23.632141610120700,5G,-99.63078480362330,-109.64629430044400,-104.3643938954090
2023-05-05 13:49:56.993287,Kidwaipuri,25.51604846078290,84.98010976892670,-94.88228041712740,2.1468757762465700,163.18372121698000,LTE,-95.39782519734420,-103.41622655863700,-95.91029314490790
2023-05-05 13:53:04.203460,Gardanibagh,25.704256619012800,85.01557056317990,-89.02013371556510,3.5093410445493500,91.09300296451780,4G,-86.95771144400020,-98.6133898123556,-91.51110743105400
2023-05-05 13:56:11.413633,Anandpuri,25.691457183395200,85.07264033141840,-97.53471587685560,49.10066600394440,20.147286954925500,5G,-98.48269500904150,-104.67735075083100,-96.08887271139160
2023-05-05 13:59:18.623806,Boring Canal Road,25.535011429047600,85.25785809890710,-89.10363007275830,1.1475931294708000,155.38542844013200,LTE,-84.41060471656740,-96.48814085190760,-88.32723824394680
2023-05-05 14:02:25.833979,Patliputra Colony,25.501702617560900,85.08400420109790,-89.94963039687280,1.7206901904105400,125.99498628542600,LTE,-90.41722192858450,-99.78805064132460,-91.27104935385910
2023-05-05 14:05:33.044152,Kumhrar,25.573278756804800,85.15804183478920,-83.97815424613490,1.7534779398758800,174.9578299976070,3G,0.0,0.0,0.0
2023-05-05 14:08:40.254325,Kankarbagh,25.600910560278300,84.98462893850070,-95.06888977633600,32.26132915688780,28.02176541240370,5G,-98.77729562482100,-100.29863464004200,-94.43184196963070
2023-05-05 14:11:47.464498,Pataliputra,25.744311764361900,85.23083312262320,-100.10191623631100,12.590440868200500,40.20549022694480,5G,-98.89882072277610,-106.58151739581500,-101.8241312672570
2023-05-05 14:14:54.674671,Ashok Rajpath,25.438934417117300,85.1781192709574,-85.80728331378690,1.9842325861590800,125.82443882989600,3G,0.0,0.0,0.0
2023-05-05 14:18:01.884844,Phulwari Sharif,25.4268460557443,85.12153952839630,-91.78673388276270,1.0817372325329600,116.89350630721600,LTE,-94.00083049244310,-100.90168146137900,-94.25451868022030
2023-05-05 14:21:09.095017,Pataliputra,25.62679951025060,85.04888047233640,-86.42701404390580,2.1945561645108600,198.62569958668200,3G,0.0,0.0,0.0
2023-05-05 14:24:16.305190,Bailey Road,25.476419648988000,85.11313913080280,-93.53166988195270,26.405549062836200,32.55860368075350,5G,-90.12457002317340,-103.08564823839200,-93.31965649785950
2023-05-05 14:27:23.515363,Kankarbagh,25.52823026123160,85.05166311307620,-91.95507929382210,4.7104720882525800,74.91238489244700,4G,-93.65159448101300,-97.28662017502280,-94.90987311501770
2023-05-05 14:30:30.725536,Ashok Rajpath,25.705364833870900,85.11599116180810,-82.81934177344420,2.641722946306710,171.84572708365500,LTE,-82.46897445299500,-90.4362443528121,-80.78784642122840
2023-05-05 14:33:37.935709,Phulwari Sharif,25.65482630487180,85.1631456842027,-90.2980305861247,1.4034609246604700,168.4571547879830,LTE,-94.41934947369810,-99.6039067189146,-93.28176518963870
2023-05-05 14:36:45.145882,Boring Road,25.45603304555000,85.06782614392920,-87.68278625251110,2.501003849530630,179.95371309195200,LTE,-84.43145948558320,-96.7507613185704,-89.26863577612110
2023-05-05 14:39:52.356055,Patliputra Colony,25.486905915951400,85.10751142983230,-88.0108328886769,1.4580507818495900,154.2849310613410,LTE,-88.69555145731250,-96.34675395911450,-86.62753806782110
2023-05-05 14:42:59.566228,Fraser Road,25.706274183941900,85.02788748876070,-84.73889431556000,1.7576431311138300,145.70002192816800,3G,0.0,0.0,0.0
2023-05-05 14:46:06.776401,Kumhrar,25.658352346783000,85.09594129083110,-93.7893655197685,4.5914568812099100,71.17984312102420,4G,-95.91006935501120,-100.71461420400500,-91.3182510667107
2023-05-05 14:49:13.986574,Boring Canal Road,25.635816474323300,85.15962772265980,-93.95841928103430,9.893888392736340,91.94490432229670,4G,-97.71179246900170,-99.35420986794750,-91.73904110866160
2023-05-05 14:52:21.196747,Anandpuri,25.533589472441000,85.2243296366218,-90.5031476803986,9.429183074575110,79.35341120682840,4G,-95.17468097796420,-95.93940036600300,-92.0137890238557
2023-05-05 14:55:28.406920,Anisabad,25.64658702858440,85.1365690403172,-88.18077482183840,1.7946362309152000,142.67889053367500,3G,0.0,0.0,0.0
2023-05-05 14:58:35.617093,Anandpuri,25.751444968128400,85.08219492481350,-94.4717806254678,1.5446037094406000,189.74304098188800,LTE,-94.20599595887490,-100.46803176803700,-91.59819201177200
2023-05-05 15:01:42.827266,Danapur,25.665229711333700,85.18889829249060,-89.9479979740195,2.6137002979251700,196.26493185548700,LTE,-85.50390071824680,-99.24258873013090,-90.50964412437840
2023-05-05 15:04:50.037439,Gandhi Maidan,25.500720802536000,85.07809673112080,-89.7537255174982,2.6613090131305000,134.51921448812800,LTE,-87.0153802854848,-97.93993604416850,-87.58731739764990
2023-05-05 15:07:57.247612,Exhibition Road,25.628221557577900,85.07984583390790,-85.58789893288890,2.645167751823350,152.9661678655080,LTE,-82.43735464886430,-93.09744516533380,-88.1848465333946
2023-05-05 15:11:04.457785,Phulwari Sharif,25.458399766706500,85.23059473816540,-85.39429850214110,6.632423936979860,52.348298338752800,4G,-88.73146481458030,-91.70413042000920,-87.89750649459030
2023-05-05 15:14:11.667958,Gardanibagh,25.59165725339040,85.16923763851190,-93.82000121661340,95.97126814511310,16.18688563532950,5G,-92.58667570756340,-101.4488146731120,-94.75369882434800
2023-05-05 15:17:18.878131,Boring Canal Road,25.641304683777100,85.11060159278710,-84.30197092625860,2.580027117583710,169.05602324456400,3G,0.0,0.0,0.0
2023-05-05 15:20:26.088304,Kankarbagh,25.761764925476400,85.07611511134740,-94.48261117343410,99.94181496092510,32.23226325748720,5G,-94.75050999262080,-102.91833689090600,-96.7594757007153
2023-05-05 15:23:33.298477,Anisabad,25.656712076520500,85.19681774137520,-92.13762674409350,9.194988495662970,76.51325663174500,4G,-92.72730512661190,-100.11519949568400,-91.70306018749270
2023-05-05 15:26:40.508650,Kankarbagh,25.487938909701100,85.28235232419500,-79.60918142706250,4.901808797483030,69.91436919878180,4G,-83.69218807594820,-87.92732910792040,-79.47406627725530
2023-05-05 15:29:47.718823,Pataliputra,25.623453732510100,85.28280416966760,-92.6014837762801,8.585925255003680,62.949132580090700,4G,-91.71594148654770,-97.6898312008797,-90.29628990749110
2023-05-05 15:32:54.928996,Bankipore,25.627305715998100,85.12846440464960,-91.98387618530590,2.938205260281620,188.37858849634300,LTE,-87.70635335335380,-97.0093370720737,-93.94050468998900
2023-05-05 15:36:02.139169,Fraser Road,25.64360237106730,85.0959878906563,-85.50434468687590,2.7043870666940200,103.5422368418550,3G,0.0,0.0,0.0
